message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267225.283946842";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267225.268515960";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267225.268445637";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267225.268502985";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267225.252967705";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267225.252918863";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267225.251962674";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267225.236395985";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267225.236149672";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267225.235959684";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267225.220903527";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267225.220591469";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267225.220341188";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267225.204933068";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267225.204730828";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267225.204288355";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267225.188367520";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267225.188333315";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267225.188106238";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267225.172807032";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267225.172780753";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267225.172321158";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267225.156409250";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267225.156323729";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267225.156296598";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267225.140871456";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267225.140806553";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267225.140806193";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267225.124201260";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267225.124194087";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267225.124193656";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267225.108725002";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267225.108725302";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267225.108724982";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267225.092054686";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267225.092038015";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267225.092039738";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267225.076550956";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267225.076552339";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267225.076550976";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267225.060022919";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267225.060021947";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267225.060013831";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267225.044530690";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267225.044501996";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267225.044501665";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267225.028039982";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267225.027997041";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267225.027993715";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267225.012420093";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267225.012415555";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267225.012416988";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.996819311";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.995890613";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.995888469";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.980361014";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.980370392";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.980360393";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.964774408";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.964783064";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.964781862";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.949191108";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.949176711";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.949176580";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.932261865";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.932169040";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.932100241";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.916808460";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.916732637";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.916545775";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.900912170";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.900287996";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.899897070";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.884757576";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.884372521";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.884372841";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.868688862";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.868467535";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.868298788";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.852754492";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.852264169";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.851975245";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.836772201";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.836428534";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.836319259";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.820800750";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.820338009";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.819859589";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.804745452";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.804282130";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.804275167";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.788733536";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.788709350";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.788142263";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.772899795";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.772883254";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.772596404";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.757040926";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.757048550";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.757050394";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.740171325";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.740154544";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.740089150";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.724540105";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.724541518";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.724408247";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.708857979";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.707935643";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.707898524";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.692368303";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.692359216";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.692368063";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.675915197";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.675906680";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267224.675906660";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267224.660476168";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267224.660467963";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
